Case,Choice,Question,Alternative,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID
105,0,6,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
106,1,7,1,1,0,0,0,1,3.09,167,1,1,22,3,2,1,2,1,1,12
106,0,7,2,0,1,0,0,1,1.06,57,1,1,22,3,2,1,2,1,1,12
106,0,7,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
107,1,8,1,1,0,1,0,0,0.49,26,1,1,22,3,2,1,2,1,1,12
107,0,8,2,0,1,1,0,0,0.36,20,1,1,22,3,2,1,2,1,1,12
107,0,8,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
108,1,9,1,1,0,0,1,0,3.09,91,1,1,22,3,2,1,2,1,1,12
108,0,9,2,0,1,1,0,0,0.36,57,1,1,22,3,2,1,2,1,1,12
108,0,9,3,0,0,0,0,0,0,0,1,1,22,3,2,1,2,1,1,12
109,0,1,1,1,0,1,0,0,3.09,91,1,1,22,5,2,1,1,3,3,13
109,1,1,2,0,1,0,0,1,0.89,20,1,1,22,5,2,1,1,3,3,13
109,0,1,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
110,0,2,1,1,0,1,0,0,3.09,26,1,1,22,5,2,1,1,3,3,13
110,1,2,2,0,1,0,1,0,0.36,48,1,1,22,5,2,1,1,3,3,13
110,0,2,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
111,0,3,1,1,0,0,0,1,0.49,91,1,1,22,5,2,1,1,3,3,13
111,1,3,2,0,1,0,0,1,0.36,48,1,1,22,5,2,1,1,3,3,13
111,0,3,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
112,0,4,1,1,0,0,0,1,1.68,26,1,1,22,5,2,1,1,3,3,13
112,1,4,2,0,1,0,1,0,0.36,57,1,1,22,5,2,1,1,3,3,13
112,0,4,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
113,0,5,1,1,0,1,1,0,3.09,26,1,1,22,5,2,1,1,3,3,13
113,1,5,2,0,1,0,1,0,1.06,20,1,1,22,5,2,1,1,3,3,13
113,0,5,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
114,0,6,1,1,0,0,0,1,1.68,91,1,1,22,5,2,1,1,3,3,13
114,1,6,2,0,1,1,0,0,1.06,20,1,1,22,5,2,1,1,3,3,13
114,0,6,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
115,0,7,1,1,0,1,0,0,1.68,167,1,1,22,5,2,1,1,3,3,13
115,1,7,2,0,1,1,0,0,0.89,57,1,1,22,5,2,1,1,3,3,13
115,0,7,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
116,0,8,1,1,0,0,1,0,0.49,26,1,1,22,5,2,1,1,3,3,13
116,1,8,2,0,1,0,0,1,0.89,57,1,1,22,5,2,1,1,3,3,13
116,0,8,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
117,0,9,1,1,0,0,1,0,0.49,167,1,1,22,5,2,1,1,3,3,13
117,1,9,2,0,1,1,0,0,1.06,48,1,1,22,5,2,1,1,3,3,13
117,0,9,3,0,0,0,0,0,0,0,1,1,22,5,2,1,1,3,3,13
118,0,1,1,1,0,0,1,0,1.68,91,1,1,24,5,1,6,1,3,2,14
118,0,1,2,0,1,0,1,0,0.89,48,1,1,24,5,1,6,1,3,2,14
118,1,1,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
119,0,2,1,1,0,1,0,0,1.68,26,1,1,24,5,1,6,1,3,2,14
119,0,2,2,0,1,0,0,1,1.06,48,1,1,24,5,1,6,1,3,2,14
119,1,2,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
120,0,3,1,1,0,0,1,0,1.68,167,1,1,24,5,1,6,1,3,2,14
120,1,3,2,0,1,0,0,1,0.36,20,1,1,24,5,1,6,1,3,2,14
120,0,3,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
121,0,4,1,1,0,0,0,1,3.09,26,1,1,24,5,1,6,1,3,2,14
121,0,4,2,0,1,1,0,0,0.89,48,1,1,24,5,1,6,1,3,2,14
121,1,4,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
122,0,5,1,1,0,1,0,0,0.49,91,1,1,24,5,1,6,1,3,2,14
122,0,5,2,0,1,0,1,0,1.06,57,1,1,24,5,1,6,1,3,2,14
122,1,5,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
123,0,6,1,1,0,0,0,1,0.49,167,1,1,24,5,1,6,1,3,2,14
123,0,6,2,0,1,0,1,0,0.89,20,1,1,24,5,1,6,1,3,2,14
123,1,6,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
124,0,7,1,1,0,0,0,1,3.09,167,1,1,24,5,1,6,1,3,2,14
124,0,7,2,0,1,0,0,1,1.06,57,1,1,24,5,1,6,1,3,2,14
124,1,7,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
125,0,8,1,1,0,1,0,0,0.49,26,1,1,24,5,1,6,1,3,2,14
125,1,8,2,0,1,1,0,0,0.36,20,1,1,24,5,1,6,1,3,2,14
125,0,8,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
126,0,9,1,1,0,0,1,0,3.09,91,1,1,24,5,1,6,1,3,2,14
126,0,9,2,0,1,1,0,0,0.36,57,1,1,24,5,1,6,1,3,2,14
126,1,9,3,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14
127,1,1,1,1,0,1,0,0,3.09,91,1,1,18,3,2,6,2,1,1,15
127,0,1,2,0,1,0,0,1,0.89,20,1,1,18,3,2,6,2,1,1,15
127,0,1,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
128,1,2,1,1,0,1,0,0,3.09,26,1,1,18,3,2,6,2,1,1,15
128,0,2,2,0,1,0,1,0,0.36,48,1,1,18,3,2,6,2,1,1,15
128,0,2,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
129,0,3,1,1,0,0,0,1,0.49,91,1,1,18,3,2,6,2,1,1,15
129,1,3,2,0,1,0,0,1,0.36,48,1,1,18,3,2,6,2,1,1,15
129,0,3,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
130,1,4,1,1,0,0,0,1,1.68,26,1,1,18,3,2,6,2,1,1,15
130,0,4,2,0,1,0,1,0,0.36,57,1,1,18,3,2,6,2,1,1,15
130,0,4,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
131,1,5,1,1,0,1,1,0,3.09,26,1,1,18,3,2,6,2,1,1,15
131,0,5,2,0,1,0,1,0,1.06,20,1,1,18,3,2,6,2,1,1,15
131,0,5,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
132,0,6,1,1,0,0,0,1,1.68,91,1,1,18,3,2,6,2,1,1,15
132,1,6,2,0,1,1,0,0,1.06,20,1,1,18,3,2,6,2,1,1,15
132,0,6,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
133,0,7,1,1,0,1,0,0,1.68,167,1,1,18,3,2,6,2,1,1,15
133,1,7,2,0,1,1,0,0,0.89,57,1,1,18,3,2,6,2,1,1,15
133,0,7,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
134,0,8,1,1,0,0,1,0,0.49,26,1,1,18,3,2,6,2,1,1,15
134,1,8,2,0,1,0,0,1,0.89,57,1,1,18,3,2,6,2,1,1,15
134,0,8,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
135,0,9,1,1,0,0,1,0,0.49,167,1,1,18,3,2,6,2,1,1,15
135,1,9,2,0,1,1,0,0,1.06,48,1,1,18,3,2,6,2,1,1,15
135,0,9,3,0,0,0,0,0,0,0,1,1,18,3,2,6,2,1,1,15
136,0,1,1,1,0,1,0,0,3.09,91,1,1,21,3,1,6,1,3,3,16
136,1,1,2,0,1,0,0,1,0.89,20,1,1,21,3,1,6,1,3,3,16
136,0,1,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
137,1,2,1,1,0,1,0,0,3.09,26,1,1,21,3,1,6,1,3,3,16
137,0,2,2,0,1,0,1,0,0.36,48,1,1,21,3,1,6,1,3,3,16
137,0,2,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
138,0,3,1,1,0,0,0,1,0.49,91,1,1,21,3,1,6,1,3,3,16
138,1,3,2,0,1,0,0,1,0.36,48,1,1,21,3,1,6,1,3,3,16
138,0,3,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
139,1,4,1,1,0,0,0,1,1.68,26,1,1,21,3,1,6,1,3,3,16
139,0,4,2,0,1,0,1,0,0.36,57,1,1,21,3,1,6,1,3,3,16
139,0,4,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
140,0,5,1,1,0,1,1,0,3.09,26,1,1,21,3,1,6,1,3,3,16
140,1,5,2,0,1,0,1,0,1.06,20,1,1,21,3,1,6,1,3,3,16
140,0,5,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
141,1,6,1,1,0,0,0,1,1.68,91,1,1,21,3,1,6,1,3,3,16
141,0,6,2,0,1,1,0,0,1.06,20,1,1,21,3,1,6,1,3,3,16
141,0,6,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
142,0,7,1,1,0,1,0,0,1.68,167,1,1,21,3,1,6,1,3,3,16
142,1,7,2,0,1,1,0,0,0.89,57,1,1,21,3,1,6,1,3,3,16
142,0,7,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
143,0,8,1,1,0,0,1,0,0.49,26,1,1,21,3,1,6,1,3,3,16
143,1,8,2,0,1,0,0,1,0.89,57,1,1,21,3,1,6,1,3,3,16
143,0,8,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
144,0,9,1,1,0,0,1,0,0.49,167,1,1,21,3,1,6,1,3,3,16
144,1,9,2,0,1,1,0,0,1.06,48,1,1,21,3,1,6,1,3,3,16
144,0,9,3,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16
145,0,1,1,1,0,0,1,0,1.68,91,1,2,30,3,2,6,2,1,1,17
145,0,1,2,0,1,0,1,0,0.89,48,1,2,30,3,2,6,2,1,1,17
145,1,1,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
146,0,2,1,1,0,1,0,0,1.68,26,1,2,30,3,2,6,2,1,1,17
146,1,2,2,0,1,0,0,1,1.06,48,1,2,30,3,2,6,2,1,1,17
146,0,2,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
147,0,3,1,1,0,0,1,0,1.68,167,1,2,30,3,2,6,2,1,1,17
147,1,3,2,0,1,0,0,1,0.36,20,1,2,30,3,2,6,2,1,1,17
147,0,3,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
148,1,4,1,1,0,0,0,1,3.09,26,1,2,30,3,2,6,2,1,1,17
148,0,4,2,0,1,1,0,0,0.89,48,1,2,30,3,2,6,2,1,1,17
148,0,4,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
149,1,5,1,1,0,1,0,0,0.49,91,1,2,30,3,2,6,2,1,1,17
149,0,5,2,0,1,0,1,0,1.06,57,1,2,30,3,2,6,2,1,1,17
149,0,5,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
150,1,6,1,1,0,0,0,1,0.49,167,1,2,30,3,2,6,2,1,1,17
150,0,6,2,0,1,0,1,0,0.89,20,1,2,30,3,2,6,2,1,1,17
150,0,6,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
151,0,7,1,1,0,0,0,1,3.09,167,1,2,30,3,2,6,2,1,1,17
151,1,7,2,0,1,0,0,1,1.06,57,1,2,30,3,2,6,2,1,1,17
151,0,7,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
152,0,8,1,1,0,1,0,0,0.49,26,1,2,30,3,2,6,2,1,1,17
152,1,8,2,0,1,1,0,0,0.36,20,1,2,30,3,2,6,2,1,1,17
152,0,8,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
153,0,9,1,1,0,0,1,0,3.09,91,1,2,30,3,2,6,2,1,1,17
153,1,9,2,0,1,1,0,0,0.36,57,1,2,30,3,2,6,2,1,1,17
153,0,9,3,0,0,0,0,0,0,0,1,2,30,3,2,6,2,1,1,17
154,1,1,1,1,0,0,1,0,1.68,91,0,1,18,3,2,1,2,1,1,18
154,0,1,2,0,1,0,1,0,0.89,48,0,1,18,3,2,1,2,1,1,18
154,0,1,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
155,1,2,1,1,0,1,0,0,1.68,26,0,1,18,3,2,1,2,1,1,18
155,0,2,2,0,1,0,0,1,1.06,48,0,1,18,3,2,1,2,1,1,18
155,0,2,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
156,1,3,1,1,0,0,1,0,1.68,167,0,1,18,3,2,1,2,1,1,18
156,0,3,2,0,1,0,0,1,0.36,20,0,1,18,3,2,1,2,1,1,18
156,0,3,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
157,0,4,1,1,0,0,0,1,3.09,26,0,1,18,3,2,1,2,1,1,18
157,1,4,2,0,1,1,0,0,0.89,48,0,1,18,3,2,1,2,1,1,18
157,0,4,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
158,0,5,1,1,0,1,0,0,0.49,91,0,1,18,3,2,1,2,1,1,18
158,1,5,2,0,1,0,1,0,1.06,57,0,1,18,3,2,1,2,1,1,18
158,0,5,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
159,0,6,1,1,0,0,0,1,0.49,167,0,1,18,3,2,1,2,1,1,18
159,1,6,2,0,1,0,1,0,0.89,20,0,1,18,3,2,1,2,1,1,18
159,0,6,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
160,0,7,1,1,0,0,0,1,3.09,167,0,1,18,3,2,1,2,1,1,18
160,1,7,2,0,1,0,0,1,1.06,57,0,1,18,3,2,1,2,1,1,18
160,0,7,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
161,1,8,1,1,0,1,0,0,0.49,26,0,1,18,3,2,1,2,1,1,18
161,0,8,2,0,1,1,0,0,0.36,20,0,1,18,3,2,1,2,1,1,18
161,0,8,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
162,1,9,1,1,0,0,1,0,3.09,91,0,1,18,3,2,1,2,1,1,18
162,0,9,2,0,1,1,0,0,0.36,57,0,1,18,3,2,1,2,1,1,18
162,0,9,3,0,0,0,0,0,0,0,0,1,18,3,2,1,2,1,1,18
163,0,1,1,1,0,1,0,0,3.09,91,1,1,24,5,3,6,1,4,8,19
163,1,1,2,0,1,0,0,1,0.89,20,1,1,24,5,3,6,1,4,8,19
163,0,1,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
164,1,2,1,1,0,1,0,0,3.09,26,1,1,24,5,3,6,1,4,8,19
164,0,2,2,0,1,0,1,0,0.36,48,1,1,24,5,3,6,1,4,8,19
164,0,2,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
165,0,3,1,1,0,0,0,1,0.49,91,1,1,24,5,3,6,1,4,8,19
165,1,3,2,0,1,0,0,1,0.36,48,1,1,24,5,3,6,1,4,8,19
165,0,3,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
166,1,4,1,1,0,0,0,1,1.68,26,1,1,24,5,3,6,1,4,8,19
166,0,4,2,0,1,0,1,0,0.36,57,1,1,24,5,3,6,1,4,8,19
166,0,4,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
167,1,5,1,1,0,1,1,0,3.09,26,1,1,24,5,3,6,1,4,8,19
167,0,5,2,0,1,0,1,0,1.06,20,1,1,24,5,3,6,1,4,8,19
167,0,5,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
168,0,6,1,1,0,0,0,1,1.68,91,1,1,24,5,3,6,1,4,8,19
168,1,6,2,0,1,1,0,0,1.06,20,1,1,24,5,3,6,1,4,8,19
168,0,6,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
169,0,7,1,1,0,1,0,0,1.68,167,1,1,24,5,3,6,1,4,8,19
169,1,7,2,0,1,1,0,0,0.89,57,1,1,24,5,3,6,1,4,8,19
169,0,7,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
170,0,8,1,1,0,0,1,0,0.49,26,1,1,24,5,3,6,1,4,8,19
170,1,8,2,0,1,0,0,1,0.89,57,1,1,24,5,3,6,1,4,8,19
170,0,8,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
171,0,9,1,1,0,0,1,0,0.49,167,1,1,24,5,3,6,1,4,8,19
171,1,9,2,0,1,1,0,0,1.06,48,1,1,24,5,3,6,1,4,8,19
171,0,9,3,0,0,0,0,0,0,0,1,1,24,5,3,6,1,4,8,19
172,0,1,1,1,0,0,1,0,1.68,91,1,1,20,3,2,6,2,6,5,20
172,1,1,2,0,1,0,1,0,0.89,48,1,1,20,3,2,6,2,6,5,20
172,0,1,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
173,0,2,1,1,0,1,0,0,1.68,26,1,1,20,3,2,6,2,6,5,20
173,1,2,2,0,1,0,0,1,1.06,48,1,1,20,3,2,6,2,6,5,20
173,0,2,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
174,0,3,1,1,0,0,1,0,1.68,167,1,1,20,3,2,6,2,6,5,20
174,1,3,2,0,1,0,0,1,0.36,20,1,1,20,3,2,6,2,6,5,20
174,0,3,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
175,0,4,1,1,0,0,0,1,3.09,26,1,1,20,3,2,6,2,6,5,20
175,1,4,2,0,1,1,0,0,0.89,48,1,1,20,3,2,6,2,6,5,20
175,0,4,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
176,1,5,1,1,0,1,0,0,0.49,91,1,1,20,3,2,6,2,6,5,20
176,0,5,2,0,1,0,1,0,1.06,57,1,1,20,3,2,6,2,6,5,20
176,0,5,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
177,1,6,1,1,0,0,0,1,0.49,167,1,1,20,3,2,6,2,6,5,20
177,0,6,2,0,1,0,1,0,0.89,20,1,1,20,3,2,6,2,6,5,20
177,0,6,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
178,0,7,1,1,0,0,0,1,3.09,167,1,1,20,3,2,6,2,6,5,20
178,1,7,2,0,1,0,0,1,1.06,57,1,1,20,3,2,6,2,6,5,20
178,0,7,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
179,0,8,1,1,0,1,0,0,0.49,26,1,1,20,3,2,6,2,6,5,20
179,1,8,2,0,1,1,0,0,0.36,20,1,1,20,3,2,6,2,6,5,20
179,0,8,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
180,0,9,1,1,0,0,1,0,3.09,91,1,1,20,3,2,6,2,6,5,20
180,1,9,2,0,1,1,0,0,0.36,57,1,1,20,3,2,6,2,6,5,20
180,0,9,3,0,0,0,0,0,0,0,1,1,20,3,2,6,2,6,5,20
181,1,1,1,1,0,1,0,0,3.09,91,1,2,30,6,1,1,1,2,0,21
181,0,1,2,0,1,0,0,1,0.89,20,1,2,30,6,1,1,1,2,0,21
181,0,1,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
182,1,2,1,1,0,1,0,0,3.09,26,1,2,30,6,1,1,1,2,0,21
182,0,2,2,0,1,0,1,0,0.36,48,1,2,30,6,1,1,1,2,0,21
182,0,2,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
183,1,3,1,1,0,0,0,1,0.49,91,1,2,30,6,1,1,1,2,0,21
183,0,3,2,0,1,0,0,1,0.36,48,1,2,30,6,1,1,1,2,0,21
183,0,3,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
184,0,4,1,1,0,0,0,1,1.68,26,1,2,30,6,1,1,1,2,0,21
184,1,4,2,0,1,0,1,0,0.36,57,1,2,30,6,1,1,1,2,0,21
184,0,4,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
185,1,5,1,1,0,1,1,0,3.09,26,1,2,30,6,1,1,1,2,0,21
185,0,5,2,0,1,0,1,0,1.06,20,1,2,30,6,1,1,1,2,0,21
185,0,5,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
186,0,6,1,1,0,0,0,1,1.68,91,1,2,30,6,1,1,1,2,0,21
186,1,6,2,0,1,1,0,0,1.06,20,1,2,30,6,1,1,1,2,0,21
186,0,6,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
187,1,7,1,1,0,1,0,0,1.68,167,1,2,30,6,1,1,1,2,0,21
187,0,7,2,0,1,1,0,0,0.89,57,1,2,30,6,1,1,1,2,0,21
187,0,7,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
188,1,8,1,1,0,0,1,0,0.49,26,1,2,30,6,1,1,1,2,0,21
188,0,8,2,0,1,0,0,1,0.89,57,1,2,30,6,1,1,1,2,0,21
188,0,8,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
189,1,9,1,1,0,0,1,0,0.49,167,1,2,30,6,1,1,1,2,0,21
189,0,9,2,0,1,1,0,0,1.06,48,1,2,30,6,1,1,1,2,0,21
189,0,9,3,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21
190,0,1,1,1,0,0,1,0,1.68,91,1,3,40,5,3,1,2,2,9,22
190,1,1,2,0,1,0,1,0,0.89,48,1,3,40,5,3,1,2,2,9,22
190,0,1,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
191,0,2,1,1,0,1,0,0,1.68,26,1,3,40,5,3,1,2,2,9,22
191,1,2,2,0,1,0,0,1,1.06,48,1,3,40,5,3,1,2,2,9,22
191,0,2,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
192,0,3,1,1,0,0,1,0,1.68,167,1,3,40,5,3,1,2,2,9,22
192,1,3,2,0,1,0,0,1,0.36,20,1,3,40,5,3,1,2,2,9,22
192,0,3,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
193,1,4,1,1,0,0,0,1,3.09,26,1,3,40,5,3,1,2,2,9,22
193,0,4,2,0,1,1,0,0,0.89,48,1,3,40,5,3,1,2,2,9,22
193,0,4,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
194,0,5,1,1,0,1,0,0,0.49,91,1,3,40,5,3,1,2,2,9,22
194,1,5,2,0,1,0,1,0,1.06,57,1,3,40,5,3,1,2,2,9,22
194,0,5,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
195,1,6,1,1,0,0,0,1,0.49,167,1,3,40,5,3,1,2,2,9,22
195,0,6,2,0,1,0,1,0,0.89,20,1,3,40,5,3,1,2,2,9,22
195,0,6,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
196,1,7,1,1,0,0,0,1,3.09,167,1,3,40,5,3,1,2,2,9,22
196,0,7,2,0,1,0,0,1,1.06,57,1,3,40,5,3,1,2,2,9,22
196,0,7,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
197,0,8,1,1,0,1,0,0,0.49,26,1,3,40,5,3,1,2,2,9,22
197,1,8,2,0,1,1,0,0,0.36,20,1,3,40,5,3,1,2,2,9,22
197,0,8,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
198,1,9,1,1,0,0,1,0,3.09,91,1,3,40,5,3,1,2,2,9,22
198,0,9,2,0,1,1,0,0,0.36,57,1,3,40,5,3,1,2,2,9,22
198,0,9,3,0,0,0,0,0,0,0,1,3,40,5,3,1,2,2,9,22
199,0,1,1,1,0,1,0,0,3.09,91,1,4,50,4,3,6,1,3,0,23
199,1,1,2,0,1,0,0,1,0.89,20,1,4,50,4,3,6,1,3,0,23
199,0,1,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
200,0,2,1,1,0,1,0,0,3.09,26,1,4,50,4,3,6,1,3,0,23
200,1,2,2,0,1,0,1,0,0.36,48,1,4,50,4,3,6,1,3,0,23
200,0,2,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
201,1,3,1,1,0,0,0,1,0.49,91,1,4,50,4,3,6,1,3,0,23
201,0,3,2,0,1,0,0,1,0.36,48,1,4,50,4,3,6,1,3,0,23
201,0,3,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
202,1,4,1,1,0,0,0,1,1.68,26,1,4,50,4,3,6,1,3,0,23
202,0,4,2,0,1,0,1,0,0.36,57,1,4,50,4,3,6,1,3,0,23
202,0,4,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
203,1,5,1,1,0,1,1,0,3.09,26,1,4,50,4,3,6,1,3,0,23
203,0,5,2,0,1,0,1,0,1.06,20,1,4,50,4,3,6,1,3,0,23
203,0,5,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
204,1,6,1,1,0,0,0,1,1.68,91,1,4,50,4,3,6,1,3,0,23
204,0,6,2,0,1,1,0,0,1.06,20,1,4,50,4,3,6,1,3,0,23
204,0,6,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
205,0,7,1,1,0,1,0,0,1.68,167,1,4,50,4,3,6,1,3,0,23
205,1,7,2,0,1,1,0,0,0.89,57,1,4,50,4,3,6,1,3,0,23
205,0,7,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
206,0,8,1,1,0,0,1,0,0.49,26,1,4,50,4,3,6,1,3,0,23
206,1,8,2,0,1,0,0,1,0.89,57,1,4,50,4,3,6,1,3,0,23
206,0,8,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
207,1,9,1,1,0,0,1,0,0.49,167,1,4,50,4,3,6,1,3,0,23
207,0,9,2,0,1,1,0,0,1.06,48,1,4,50,4,3,6,1,3,0,23
207,0,9,3,0,0,0,0,0,0,0,1,4,50,4,3,6,1,3,0,23
208,0,1,1,1,0,1,0,0,3.09,91,0,1,20,3,2,6,2,1,1,24
208,1,1,2,0,1,0,0,1,0.89,20,0,1,20,3,2,6,2,1,1,24
208,0,1,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
209,0,2,1,1,0,1,0,0,3.09,26,0,1,20,3,2,6,2,1,1,24
209,1,2,2,0,1,0,1,0,0.36,48,0,1,20,3,2,6,2,1,1,24
209,0,2,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
210,0,3,1,1,0,0,0,1,0.49,91,0,1,20,3,2,6,2,1,1,24
210,1,3,2,0,1,0,0,1,0.36,48,0,1,20,3,2,6,2,1,1,24
210,0,3,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
211,0,4,1,1,0,0,0,1,1.68,26,0,1,20,3,2,6,2,1,1,24
211,1,4,2,0,1,0,1,0,0.36,57,0,1,20,3,2,6,2,1,1,24
211,0,4,3,0,0,0,0,0,0,0,0,1,20,3,2,6,2,1,1,24
212,1,5,1,1,0,1,1,0,3.09,26,0,1,20,3,2,6,2,1,1,24
212,0,5,2,0,1,0,1,0,1.06,20,0,1,20,3,2,6,2,1,1,24
