Case,Alternative,Choice,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID,Question,,Case_p,Alternative_p,Choice_p,Rail_p,Teton_p,Dirt_p,Gravel_p,Paved_p,Dist_p,Cost_p,ID_p,Question_p,,Case_s,Alternative_s,Choice_s,Rail_s,Teton_s,Dirt_s,Gravel_s,Paved_s,Dist_s,Cost_s,ID_s,Question_s
401,1,0,1,0,0,0,1,3.09,167,1,3,37,5,1,1,1,5,10,45,7,,401,1,0,1,0,0,0,1,3.09,167,45,7,,285,1,0,1,0,0,0,1,1.68,91,32,6
401,2,1,0,1,0,0,1,1.06,57,1,3,37,5,1,1,1,5,10,45,7,,401,2,1,0,1,0,0,1,1.06,57,45,7,,285,2,1,0,1,1,0,0,1.06,20,32,6
401,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,7,,401,3,0,0,0,0,0,0,0,0,45,7,,285,3,0,0,0,0,0,0,0,0,32,6
402,1,0,1,0,1,0,0,0.49,26,1,3,37,5,1,1,1,5,10,45,8,,402,1,0,1,0,1,0,0,0.49,26,45,8,,286,1,0,1,0,1,0,0,1.68,167,32,7
402,2,1,0,1,1,0,0,0.36,20,1,3,37,5,1,1,1,5,10,45,8,,402,2,1,0,1,1,0,0,0.36,20,45,8,,286,2,1,0,1,1,0,0,0.89,57,32,7
402,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,8,,402,3,0,0,0,0,0,0,0,0,45,8,,286,3,0,0,0,0,0,0,0,0,32,7
403,1,0,1,0,0,1,0,3.09,91,1,3,37,5,1,1,1,5,10,45,9,,403,1,0,1,0,0,1,0,3.09,91,45,9,,287,1,1,1,0,0,1,0,0.49,26,32,8
403,2,1,0,1,1,0,0,0.36,57,1,3,37,5,1,1,1,5,10,45,9,,403,2,1,0,1,1,0,0,0.36,57,45,9,,287,2,0,0,1,0,0,1,0.89,57,32,8
403,3,0,0,0,0,0,0,0,0,1,3,37,5,1,1,1,5,10,45,9,,403,3,0,0,0,0,0,0,0,0,45,9,,287,3,0,0,0,0,0,0,0,0,32,8
404,1,1,1,0,1,0,0,3.09,91,1,2,33,4,1,6,1,5,10,46,1,,404,1,1,1,0,1,0,0,3.09,91,46,1,,288,1,0,1,0,0,1,0,0.49,167,32,9
404,2,0,0,1,0,0,1,0.89,20,1,2,33,4,1,6,1,5,10,46,1,,404,2,0,0,1,0,0,1,0.89,20,46,1,,288,2,1,0,1,1,0,0,1.06,48,32,9
404,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,1,,404,3,0,0,0,0,0,0,0,0,46,1,,288,3,0,0,0,0,0,0,0,0,32,9
405,1,0,1,0,0,0,1,0.49,91,1,2,33,4,1,6,1,5,10,46,3,,405,1,0,1,0,0,0,1,0.49,91,46,3,,316,1,0,1,0,1,0,0,3.09,91,36,1
405,2,1,0,1,0,0,1,0.36,48,1,2,33,4,1,6,1,5,10,46,3,,405,2,1,0,1,0,0,1,0.36,48,46,3,,316,2,1,0,1,0,0,1,0.89,20,36,1
405,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,3,,405,3,0,0,0,0,0,0,0,0,46,3,,316,3,0,0,0,0,0,0,0,0,36,1
406,1,1,1,0,0,0,1,1.68,26,1,2,33,4,1,6,1,5,10,46,4,,406,1,1,1,0,0,0,1,1.68,26,46,4,,317,1,0,1,0,1,0,0,3.09,26,36,2
406,2,0,0,1,0,1,0,0.36,57,1,2,33,4,1,6,1,5,10,46,4,,406,2,0,0,1,0,1,0,0.36,57,46,4,,317,2,0,0,1,0,1,0,0.36,48,36,2
406,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,4,,406,3,0,0,0,0,0,0,0,0,46,4,,317,3,1,0,0,0,0,0,0,0,36,2
407,1,1,1,0,1,1,0,3.09,26,1,2,33,4,1,6,1,5,10,46,5,,407,1,1,1,0,1,1,0,3.09,26,46,5,,318,1,1,1,0,0,0,1,0.49,91,36,3
407,2,0,0,1,0,1,0,1.06,20,1,2,33,4,1,6,1,5,10,46,5,,407,2,0,0,1,0,1,0,1.06,20,46,5,,318,2,0,0,1,0,0,1,0.36,48,36,3
407,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,5,,407,3,0,0,0,0,0,0,0,0,46,5,,318,3,0,0,0,0,0,0,0,0,36,3
408,1,0,1,0,0,0,1,1.68,91,1,2,33,4,1,6,1,5,10,46,6,,408,1,0,1,0,0,0,1,1.68,91,46,6,,319,1,1,1,0,0,0,1,1.68,26,36,4
408,2,1,0,1,1,0,0,1.06,20,1,2,33,4,1,6,1,5,10,46,6,,408,2,1,0,1,1,0,0,1.06,20,46,6,,319,2,0,0,1,0,1,0,0.36,57,36,4
408,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,6,,408,3,0,0,0,0,0,0,0,0,46,6,,319,3,0,0,0,0,0,0,0,0,36,4
409,1,0,1,0,1,0,0,1.68,167,1,2,33,4,1,6,1,5,10,46,7,,409,1,0,1,0,1,0,0,1.68,167,46,7,,320,1,0,1,0,1,1,0,3.09,26,36,5
409,2,1,0,1,1,0,0,0.89,57,1,2,33,4,1,6,1,5,10,46,7,,409,2,1,0,1,1,0,0,0.89,57,46,7,,320,2,0,0,1,0,1,0,1.06,20,36,5
409,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,7,,409,3,0,0,0,0,0,0,0,0,46,7,,320,3,1,0,0,0,0,0,0,0,36,5
410,1,0,1,0,0,1,0,0.49,26,1,2,33,4,1,6,1,5,10,46,8,,410,1,0,1,0,0,1,0,0.49,26,46,8,,321,1,1,1,0,0,0,1,1.68,91,36,6
410,2,1,0,1,0,0,1,0.89,57,1,2,33,4,1,6,1,5,10,46,8,,410,2,1,0,1,0,0,1,0.89,57,46,8,,321,2,0,0,1,1,0,0,1.06,20,36,6
410,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,8,,410,3,0,0,0,0,0,0,0,0,46,8,,321,3,0,0,0,0,0,0,0,0,36,6
411,1,0,1,0,0,1,0,0.49,167,1,2,33,4,1,6,1,5,10,46,9,,411,1,0,1,0,0,1,0,0.49,167,46,9,,322,1,0,1,0,1,0,0,1.68,167,36,7
411,2,1,0,1,1,0,0,1.06,48,1,2,33,4,1,6,1,5,10,46,9,,411,2,1,0,1,1,0,0,1.06,48,46,9,,322,2,0,0,1,1,0,0,0.89,57,36,7
411,3,0,0,0,0,0,0,0,0,1,2,33,4,1,6,1,5,10,46,9,,411,3,0,0,0,0,0,0,0,0,46,9,,322,3,1,0,0,0,0,0,0,0,36,7
421,1,0,1,0,1,0,0,3.09,91,1,1,24,3,1,2,1,2,5,48,1,,421,1,0,1,0,1,0,0,3.09,91,48,1,,323,1,0,1,0,0,1,0,0.49,26,36,8
421,2,1,0,1,0,0,1,0.89,20,1,1,24,3,1,2,1,2,5,48,1,,421,2,1,0,1,0,0,1,0.89,20,48,1,,323,2,1,0,1,0,0,1,0.89,57,36,8
421,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,1,,421,3,0,0,0,0,0,0,0,0,48,1,,323,3,0,0,0,0,0,0,0,0,36,8
422,1,0,1,0,1,0,0,3.09,26,1,1,24,3,1,2,1,2,5,48,2,,422,1,0,1,0,1,0,0,3.09,26,48,2,,324,1,0,1,0,0,1,0,0.49,167,36,9
422,2,1,0,1,0,1,0,0.36,48,1,1,24,3,1,2,1,2,5,48,2,,422,2,1,0,1,0,1,0,0.36,48,48,2,,324,2,1,0,1,1,0,0,1.06,48,36,9
422,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,2,,422,3,0,0,0,0,0,0,0,0,48,2,,324,3,0,0,0,0,0,0,0,0,36,9
423,1,0,1,0,0,0,1,0.49,91,1,1,24,3,1,2,1,2,5,48,3,,423,1,0,1,0,0,0,1,0.49,91,48,3,,325,1,0,1,0,1,0,0,3.09,91,37,1
423,2,1,0,1,0,0,1,0.36,48,1,1,24,3,1,2,1,2,5,48,3,,423,2,1,0,1,0,0,1,0.36,48,48,3,,325,2,0,0,1,0,0,1,0.89,20,37,1
423,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,3,,423,3,0,0,0,0,0,0,0,0,48,3,,325,3,1,0,0,0,0,0,0,0,37,1
424,1,1,1,0,0,0,1,1.68,26,1,1,24,3,1,2,1,2,5,48,4,,424,1,1,1,0,0,0,1,1.68,26,48,4,,326,1,0,1,0,1,0,0,3.09,26,37,2
424,2,0,0,1,0,1,0,0.36,57,1,1,24,3,1,2,1,2,5,48,4,,424,2,0,0,1,0,1,0,0.36,57,48,4,,326,2,0,0,1,0,1,0,0.36,48,37,2
424,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,4,,424,3,0,0,0,0,0,0,0,0,48,4,,326,3,1,0,0,0,0,0,0,0,37,2
425,1,0,1,0,1,1,0,3.09,26,1,1,24,3,1,2,1,2,5,48,5,,425,1,0,1,0,1,1,0,3.09,26,48,5,,327,1,0,1,0,0,0,1,0.49,91,37,3
425,2,1,0,1,0,1,0,1.06,20,1,1,24,3,1,2,1,2,5,48,5,,425,2,1,0,1,0,1,0,1.06,20,48,5,,327,2,0,0,1,0,0,1,0.36,48,37,3
425,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,5,,425,3,0,0,0,0,0,0,0,0,48,5,,327,3,1,0,0,0,0,0,0,0,37,3
426,1,1,1,0,0,0,1,1.68,91,1,1,24,3,1,2,1,2,5,48,6,,426,1,1,1,0,0,0,1,1.68,91,48,6,,328,1,0,1,0,0,0,1,1.68,26,37,4
426,2,0,0,1,1,0,0,1.06,20,1,1,24,3,1,2,1,2,5,48,6,,426,2,0,0,1,1,0,0,1.06,20,48,6,,328,2,0,0,1,0,1,0,0.36,57,37,4
426,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,6,,426,3,0,0,0,0,0,0,0,0,48,6,,328,3,1,0,0,0,0,0,0,0,37,4
427,1,0,1,0,1,0,0,1.68,167,1,1,24,3,1,2,1,2,5,48,7,,427,1,0,1,0,1,0,0,1.68,167,48,7,,329,1,0,1,0,1,1,0,3.09,26,37,5
427,2,1,0,1,1,0,0,0.89,57,1,1,24,3,1,2,1,2,5,48,7,,427,2,1,0,1,1,0,0,0.89,57,48,7,,329,2,1,0,1,0,1,0,1.06,20,37,5
427,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,7,,427,3,0,0,0,0,0,0,0,0,48,7,,329,3,0,0,0,0,0,0,0,0,37,5
428,1,0,1,0,0,1,0,0.49,26,1,1,24,3,1,2,1,2,5,48,8,,428,1,0,1,0,0,1,0,0.49,26,48,8,,330,1,0,1,0,0,0,1,1.68,91,37,6
428,2,1,0,1,0,0,1,0.89,57,1,1,24,3,1,2,1,2,5,48,8,,428,2,1,0,1,0,0,1,0.89,57,48,8,,330,2,1,0,1,1,0,0,1.06,20,37,6
428,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,8,,428,3,0,0,0,0,0,0,0,0,48,8,,330,3,0,0,0,0,0,0,0,0,37,6
429,1,1,1,0,0,1,0,0.49,167,1,1,24,3,1,2,1,2,5,48,9,,429,1,1,1,0,0,1,0,0.49,167,48,9,,331,1,0,1,0,1,0,0,1.68,167,37,7
429,2,0,0,1,1,0,0,1.06,48,1,1,24,3,1,2,1,2,5,48,9,,429,2,0,0,1,1,0,0,1.06,48,48,9,,331,2,0,0,1,1,0,0,0.89,57,37,7
429,3,0,0,0,0,0,0,0,0,1,1,24,3,1,2,1,2,5,48,9,,429,3,0,0,0,0,0,0,0,0,48,9,,331,3,1,0,0,0,0,0,0,0,37,7
430,1,0,1,0,1,0,0,3.09,91,1,3,36,5,1,6,1,7,8,49,1,,430,1,0,1,0,1,0,0,3.09,91,49,1,,332,1,0,1,0,0,1,0,0.49,26,37,8
430,2,1,0,1,0,0,1,0.89,20,1,3,36,5,1,6,1,7,8,49,1,,430,2,1,0,1,0,0,1,0.89,20,49,1,,332,2,0,0,1,0,0,1,0.89,57,37,8
430,3,0,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,1,,430,3,0,0,0,0,0,0,0,0,49,1,,332,3,1,0,0,0,0,0,0,0,37,8
431,1,0,1,0,1,0,0,3.09,26,1,3,36,5,1,6,1,7,8,49,2,,431,1,0,1,0,1,0,0,3.09,26,49,2,,333,1,0,1,0,0,1,0,0.49,167,37,9
431,2,0,0,1,0,1,0,0.36,48,1,3,36,5,1,6,1,7,8,49,2,,431,2,0,0,1,0,1,0,0.36,48,49,2,,333,2,0,0,1,1,0,0,1.06,48,37,9
431,3,1,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,2,,431,3,1,0,0,0,0,0,0,0,49,2,,333,3,1,0,0,0,0,0,0,0,37,9
432,1,0,1,0,0,0,1,0.49,91,1,3,36,5,1,6,1,7,8,49,3,,432,1,0,1,0,0,0,1,0.49,91,49,3,,334,1,1,1,0,0,1,0,1.68,91,38,1
432,2,1,0,1,0,0,1,0.36,48,1,3,36,5,1,6,1,7,8,49,3,,432,2,1,0,1,0,0,1,0.36,48,49,3,,334,2,0,0,1,0,1,0,0.89,48,38,1
432,3,0,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,3,,432,3,0,0,0,0,0,0,0,0,49,3,,334,3,0,0,0,0,0,0,0,0,38,1
433,1,0,1,0,0,0,1,1.68,26,1,3,36,5,1,6,1,7,8,49,4,,433,1,0,1,0,0,0,1,1.68,26,49,4,,335,1,0,1,0,1,0,0,1.68,26,38,2
433,2,0,0,1,0,1,0,0.36,57,1,3,36,5,1,6,1,7,8,49,4,,433,2,0,0,1,0,1,0,0.36,57,49,4,,335,2,1,0,1,0,0,1,1.06,48,38,2
433,3,1,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,4,,433,3,1,0,0,0,0,0,0,0,49,4,,335,3,0,0,0,0,0,0,0,0,38,2
434,1,0,1,0,1,1,0,3.09,26,1,3,36,5,1,6,1,7,8,49,5,,434,1,0,1,0,1,1,0,3.09,26,49,5,,336,1,0,1,0,0,1,0,1.68,167,38,3
434,2,1,0,1,0,1,0,1.06,20,1,3,36,5,1,6,1,7,8,49,5,,434,2,1,0,1,0,1,0,1.06,20,49,5,,336,2,1,0,1,0,0,1,0.36,20,38,3
434,3,0,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,5,,434,3,0,0,0,0,0,0,0,0,49,5,,336,3,0,0,0,0,0,0,0,0,38,3
435,1,0,1,0,0,0,1,1.68,91,1,3,36,5,1,6,1,7,8,49,6,,435,1,0,1,0,0,0,1,1.68,91,49,6,,337,1,1,1,0,0,0,1,3.09,26,38,4
435,2,0,0,1,1,0,0,1.06,20,1,3,36,5,1,6,1,7,8,49,6,,435,2,0,0,1,1,0,0,1.06,20,49,6,,337,2,0,0,1,1,0,0,0.89,48,38,4
435,3,1,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,6,,435,3,1,0,0,0,0,0,0,0,49,6,,337,3,0,0,0,0,0,0,0,0,38,4
436,1,0,1,0,1,0,0,1.68,167,1,3,36,5,1,6,1,7,8,49,7,,436,1,0,1,0,1,0,0,1.68,167,49,7,,338,1,0,1,0,1,0,0,0.49,91,38,5
436,2,0,0,1,1,0,0,0.89,57,1,3,36,5,1,6,1,7,8,49,7,,436,2,0,0,1,1,0,0,0.89,57,49,7,,338,2,1,0,1,0,1,0,1.06,57,38,5
436,3,1,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,7,,436,3,1,0,0,0,0,0,0,0,49,7,,338,3,0,0,0,0,0,0,0,0,38,5
437,1,0,1,0,0,1,0,0.49,26,1,3,36,5,1,6,1,7,8,49,8,,437,1,0,1,0,0,1,0,0.49,26,49,8,,339,1,1,1,0,0,0,1,0.49,167,38,6
437,2,1,0,1,0,0,1,0.89,57,1,3,36,5,1,6,1,7,8,49,8,,437,2,1,0,1,0,0,1,0.89,57,49,8,,339,2,0,0,1,0,1,0,0.89,20,38,6
437,3,0,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,8,,437,3,0,0,0,0,0,0,0,0,49,8,,339,3,0,0,0,0,0,0,0,0,38,6
438,1,0,1,0,0,1,0,0.49,167,1,3,36,5,1,6,1,7,8,49,9,,438,1,0,1,0,0,1,0,0.49,167,49,9,,340,1,1,1,0,0,0,1,3.09,167,38,7
438,2,0,0,1,1,0,0,1.06,48,1,3,36,5,1,6,1,7,8,49,9,,438,2,0,0,1,1,0,0,1.06,48,49,9,,340,2,0,0,1,0,0,1,1.06,57,38,7
438,3,1,0,0,0,0,0,0,0,1,3,36,5,1,6,1,7,8,49,9,,438,3,1,0,0,0,0,0,0,0,49,9,,340,3,0,0,0,0,0,0,0,0,38,7
457,1,1,1,0,0,1,0,1.68,91,1,2,25,5,1,2,1,2,3,52,1,,457,1,1,1,0,0,1,0,1.68,91,52,1,,341,1,1,1,0,1,0,0,0.49,26,38,8
457,2,0,0,1,0,1,0,0.89,48,1,2,25,5,1,2,1,2,3,52,1,,457,2,0,0,1,0,1,0,0.89,48,52,1,,341,2,0,0,1,1,0,0,0.36,20,38,8
457,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,1,,457,3,0,0,0,0,0,0,0,0,52,1,,341,3,0,0,0,0,0,0,0,0,38,8
458,1,1,1,0,1,0,0,1.68,26,1,2,25,5,1,2,1,2,3,52,2,,458,1,1,1,0,1,0,0,1.68,26,52,2,,342,1,0,1,0,0,1,0,3.09,91,38,9
458,2,0,0,1,0,0,1,1.06,48,1,2,25,5,1,2,1,2,3,52,2,,458,2,0,0,1,0,0,1,1.06,48,52,2,,342,2,1,0,1,1,0,0,0.36,57,38,9
458,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,2,,458,3,0,0,0,0,0,0,0,0,52,2,,342,3,0,0,0,0,0,0,0,0,38,9
459,1,1,1,0,0,1,0,1.68,167,1,2,25,5,1,2,1,2,3,52,3,,459,1,1,1,0,0,1,0,1.68,167,52,3,,343,1,0,1,0,1,0,0,3.09,91,39,1
459,2,0,0,1,0,0,1,0.36,20,1,2,25,5,1,2,1,2,3,52,3,,459,2,0,0,1,0,0,1,0.36,20,52,3,,343,2,1,0,1,0,0,1,0.89,20,39,1
459,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,3,,459,3,0,0,0,0,0,0,0,0,52,3,,343,3,0,0,0,0,0,0,0,0,39,1
460,1,1,1,0,0,0,1,3.09,26,1,2,25,5,1,2,1,2,3,52,4,,460,1,1,1,0,0,0,1,3.09,26,52,4,,344,1,1,1,0,1,0,0,3.09,26,39,2
460,2,0,0,1,1,0,0,0.89,48,1,2,25,5,1,2,1,2,3,52,4,,460,2,0,0,1,1,0,0,0.89,48,52,4,,344,2,0,0,1,0,1,0,0.36,48,39,2
460,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,4,,460,3,0,0,0,0,0,0,0,0,52,4,,344,3,0,0,0,0,0,0,0,0,39,2
461,1,1,1,0,1,0,0,0.49,91,1,2,25,5,1,2,1,2,3,52,5,,461,1,1,1,0,1,0,0,0.49,91,52,5,,345,1,0,1,0,0,0,1,0.49,91,39,3
461,2,0,0,1,0,1,0,1.06,57,1,2,25,5,1,2,1,2,3,52,5,,461,2,0,0,1,0,1,0,1.06,57,52,5,,345,2,1,0,1,0,0,1,0.36,48,39,3
461,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,5,,461,3,0,0,0,0,0,0,0,0,52,5,,345,3,0,0,0,0,0,0,0,0,39,3
462,1,1,1,0,0,0,1,0.49,167,1,2,25,5,1,2,1,2,3,52,6,,462,1,1,1,0,0,0,1,0.49,167,52,6,,346,1,0,1,0,0,0,1,1.68,26,39,4
462,2,0,0,1,0,1,0,0.89,20,1,2,25,5,1,2,1,2,3,52,6,,462,2,0,0,1,0,1,0,0.89,20,52,6,,346,2,1,0,1,0,1,0,0.36,57,39,4
462,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,6,,462,3,0,0,0,0,0,0,0,0,52,6,,346,3,0,0,0,0,0,0,0,0,39,4
463,1,1,1,0,0,0,1,3.09,167,1,2,25,5,1,2,1,2,3,52,7,,463,1,1,1,0,0,0,1,3.09,167,52,7,,347,1,0,1,0,1,1,0,3.09,26,39,5
463,2,0,0,1,0,0,1,1.06,57,1,2,25,5,1,2,1,2,3,52,7,,463,2,0,0,1,0,0,1,1.06,57,52,7,,347,2,1,0,1,0,1,0,1.06,20,39,5
463,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,7,,463,3,0,0,0,0,0,0,0,0,52,7,,347,3,0,0,0,0,0,0,0,0,39,5
464,1,1,1,0,1,0,0,0.49,26,1,2,25,5,1,2,1,2,3,52,8,,464,1,1,1,0,1,0,0,0.49,26,52,8,,348,1,1,1,0,0,0,1,1.68,91,39,6
464,2,0,0,1,1,0,0,0.36,20,1,2,25,5,1,2,1,2,3,52,8,,464,2,0,0,1,1,0,0,0.36,20,52,8,,348,2,0,0,1,1,0,0,1.06,20,39,6
464,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,8,,464,3,0,0,0,0,0,0,0,0,52,8,,348,3,0,0,0,0,0,0,0,0,39,6
465,1,1,1,0,0,1,0,3.09,91,1,2,25,5,1,2,1,2,3,52,9,,465,1,1,1,0,0,1,0,3.09,91,52,9,,349,1,1,1,0,1,0,0,1.68,167,39,7
465,2,0,0,1,1,0,0,0.36,57,1,2,25,5,1,2,1,2,3,52,9,,465,2,0,0,1,1,0,0,0.36,57,52,9,,349,2,0,0,1,1,0,0,0.89,57,39,7
465,3,0,0,0,0,0,0,0,0,1,2,25,5,1,2,1,2,3,52,9,,465,3,0,0,0,0,0,0,0,0,52,9,,349,3,0,0,0,0,0,0,0,0,39,7
493,1,0,1,0,1,0,0,3.09,91,1,4,50,5,1,2,1,4,11,56,1,,493,1,0,1,0,1,0,0,3.09,91,56,1,,350,1,0,1,0,0,1,0,0.49,26,39,8
493,2,1,0,1,0,0,1,0.89,20,1,4,50,5,1,2,1,4,11,56,1,,493,2,1,0,1,0,0,1,0.89,20,56,1,,350,2,1,0,1,0,0,1,0.89,57,39,8
493,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,1,,493,3,0,0,0,0,0,0,0,0,56,1,,350,3,0,0,0,0,0,0,0,0,39,8
494,1,0,1,0,1,0,0,3.09,26,1,4,50,5,1,2,1,4,11,56,2,,494,1,0,1,0,1,0,0,3.09,26,56,2,,351,1,0,1,0,0,1,0,0.49,167,39,9
494,2,1,0,1,0,1,0,0.36,48,1,4,50,5,1,2,1,4,11,56,2,,494,2,1,0,1,0,1,0,0.36,48,56,2,,351,2,1,0,1,1,0,0,1.06,48,39,9
494,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,2,,494,3,0,0,0,0,0,0,0,0,56,2,,351,3,0,0,0,0,0,0,0,0,39,9
495,1,0,1,0,0,0,1,0.49,91,1,4,50,5,1,2,1,4,11,56,3,,495,1,0,1,0,0,0,1,0.49,91,56,3,,352,1,0,1,0,1,0,0,3.09,91,40,1
495,2,1,0,1,0,0,1,0.36,48,1,4,50,5,1,2,1,4,11,56,3,,495,2,1,0,1,0,0,1,0.36,48,56,3,,352,2,1,0,1,0,0,1,0.89,20,40,1
495,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,3,,495,3,0,0,0,0,0,0,0,0,56,3,,352,3,0,0,0,0,0,0,0,0,40,1
496,1,0,1,0,0,0,1,1.68,26,1,4,50,5,1,2,1,4,11,56,4,,496,1,0,1,0,0,0,1,1.68,26,56,4,,353,1,0,1,0,1,0,0,3.09,26,40,2
496,2,1,0,1,0,1,0,0.36,57,1,4,50,5,1,2,1,4,11,56,4,,496,2,1,0,1,0,1,0,0.36,57,56,4,,353,2,1,0,1,0,1,0,0.36,48,40,2
496,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,4,,496,3,0,0,0,0,0,0,0,0,56,4,,353,3,0,0,0,0,0,0,0,0,40,2
497,1,0,1,0,1,1,0,3.09,26,1,4,50,5,1,2,1,4,11,56,5,,497,1,0,1,0,1,1,0,3.09,26,56,5,,354,1,1,1,0,0,0,1,0.49,91,40,3
497,2,1,0,1,0,1,0,1.06,20,1,4,50,5,1,2,1,4,11,56,5,,497,2,1,0,1,0,1,0,1.06,20,56,5,,354,2,0,0,1,0,0,1,0.36,48,40,3
497,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,5,,497,3,0,0,0,0,0,0,0,0,56,5,,354,3,0,0,0,0,0,0,0,0,40,3
498,1,0,1,0,0,0,1,1.68,91,1,4,50,5,1,2,1,4,11,56,6,,498,1,0,1,0,0,0,1,1.68,91,56,6,,355,1,1,1,0,0,0,1,1.68,26,40,4
498,2,1,0,1,1,0,0,1.06,20,1,4,50,5,1,2,1,4,11,56,6,,498,2,1,0,1,1,0,0,1.06,20,56,6,,355,2,0,0,1,0,1,0,0.36,57,40,4
498,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,6,,498,3,0,0,0,0,0,0,0,0,56,6,,355,3,0,0,0,0,0,0,0,0,40,4
499,1,0,1,0,1,0,0,1.68,167,1,4,50,5,1,2,1,4,11,56,7,,499,1,0,1,0,1,0,0,1.68,167,56,7,,356,1,1,1,0,1,1,0,3.09,26,40,5
499,2,1,0,1,1,0,0,0.89,57,1,4,50,5,1,2,1,4,11,56,7,,499,2,1,0,1,1,0,0,0.89,57,56,7,,356,2,0,0,1,0,1,0,1.06,20,40,5
499,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,7,,499,3,0,0,0,0,0,0,0,0,56,7,,356,3,0,0,0,0,0,0,0,0,40,5
500,1,0,1,0,0,1,0,0.49,26,1,4,50,5,1,2,1,4,11,56,8,,500,1,0,1,0,0,1,0,0.49,26,56,8,,357,1,1,1,0,0,0,1,1.68,91,40,6
500,2,1,0,1,0,0,1,0.89,57,1,4,50,5,1,2,1,4,11,56,8,,500,2,1,0,1,0,0,1,0.89,57,56,8,,357,2,0,0,1,1,0,0,1.06,20,40,6
500,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,8,,500,3,0,0,0,0,0,0,0,0,56,8,,357,3,0,0,0,0,0,0,0,0,40,6
501,1,0,1,0,0,1,0,0.49,167,1,4,50,5,1,2,1,4,11,56,9,,501,1,0,1,0,0,1,0,0.49,167,56,9,,358,1,0,1,0,1,0,0,1.68,167,40,7
501,2,1,0,1,1,0,0,1.06,48,1,4,50,5,1,2,1,4,11,56,9,,501,2,1,0,1,1,0,0,1.06,48,56,9,,358,2,1,0,1,1,0,0,0.89,57,40,7
501,3,0,0,0,0,0,0,0,0,1,4,50,5,1,2,1,4,11,56,9,,501,3,0,0,0,0,0,0,0,0,56,9,,358,3,0,0,0,0,0,0,0,0,40,7
511,1,1,1,0,1,0,0,3.09,91,1,2,25,5,1,6,1,4,2,58,1,,511,1,1,1,0,1,0,0,3.09,91,58,1,,359,1,0,1,0,0,1,0,0.49,26,40,8
511,2,0,0,1,0,0,1,0.89,20,1,2,25,5,1,6,1,4,2,58,1,,511,2,0,0,1,0,0,1,0.89,20,58,1,,359,2,1,0,1,0,0,1,0.89,57,40,8
