Case,Alternative,Choice,Rail,Teton,Dirt,Gravel,Paved,Dist,Cost,gender,age_group,age,educ,res,emp,marr,house,house_inc,ID,Question,,Case_p,Alternative_p,Choice_p,Rail_p,Teton_p,Dirt_p,Gravel_p,Paved_p,Dist_p,Cost_p,ID_p,Question_p,,Case_s,Alternative_s,Choice_s,Rail_s,Teton_s,Dirt_s,Gravel_s,Paved_s,Dist_s,Cost_s,ID_s,Question_s
126,3,1,0,0,0,0,0,0,0,1,1,24,5,1,6,1,3,2,14,9,,126,3,1,0,0,0,0,0,0,0,14,9,,99,3,0,0,0,0,0,0,0,0,11,9
136,1,0,1,0,1,0,0,3.09,91,1,1,21,3,1,6,1,3,3,16,1,,136,1,0,1,0,1,0,0,3.09,91,16,1,,100,1,0,1,0,0,1,0,1.68,91,12,1
136,2,1,0,1,0,0,1,0.89,20,1,1,21,3,1,6,1,3,3,16,1,,136,2,1,0,1,0,0,1,0.89,20,16,1,,100,2,1,0,1,0,1,0,0.89,48,12,1
136,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,1,,136,3,0,0,0,0,0,0,0,0,16,1,,100,3,0,0,0,0,0,0,0,0,12,1
137,1,1,1,0,1,0,0,3.09,26,1,1,21,3,1,6,1,3,3,16,2,,137,1,1,1,0,1,0,0,3.09,26,16,2,,101,1,0,1,0,1,0,0,1.68,26,12,2
137,2,0,0,1,0,1,0,0.36,48,1,1,21,3,1,6,1,3,3,16,2,,137,2,0,0,1,0,1,0,0.36,48,16,2,,101,2,1,0,1,0,0,1,1.06,48,12,2
137,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,2,,137,3,0,0,0,0,0,0,0,0,16,2,,101,3,0,0,0,0,0,0,0,0,12,2
138,1,0,1,0,0,0,1,0.49,91,1,1,21,3,1,6,1,3,3,16,3,,138,1,0,1,0,0,0,1,0.49,91,16,3,,102,1,1,1,0,0,1,0,1.68,167,12,3
138,2,1,0,1,0,0,1,0.36,48,1,1,21,3,1,6,1,3,3,16,3,,138,2,1,0,1,0,0,1,0.36,48,16,3,,102,2,0,0,1,0,0,1,0.36,20,12,3
138,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,3,,138,3,0,0,0,0,0,0,0,0,16,3,,102,3,0,0,0,0,0,0,0,0,12,3
139,1,1,1,0,0,0,1,1.68,26,1,1,21,3,1,6,1,3,3,16,4,,139,1,1,1,0,0,0,1,1.68,26,16,4,,103,1,0,1,0,0,0,1,3.09,26,12,4
139,2,0,0,1,0,1,0,0.36,57,1,1,21,3,1,6,1,3,3,16,4,,139,2,0,0,1,0,1,0,0.36,57,16,4,,103,2,1,0,1,1,0,0,0.89,48,12,4
139,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,4,,139,3,0,0,0,0,0,0,0,0,16,4,,103,3,0,0,0,0,0,0,0,0,12,4
140,1,0,1,0,1,1,0,3.09,26,1,1,21,3,1,6,1,3,3,16,5,,140,1,0,1,0,1,1,0,3.09,26,16,5,,104,1,1,1,0,1,0,0,0.49,91,12,5
140,2,1,0,1,0,1,0,1.06,20,1,1,21,3,1,6,1,3,3,16,5,,140,2,1,0,1,0,1,0,1.06,20,16,5,,104,2,0,0,1,0,1,0,1.06,57,12,5
140,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,5,,140,3,0,0,0,0,0,0,0,0,16,5,,104,3,0,0,0,0,0,0,0,0,12,5
141,1,1,1,0,0,0,1,1.68,91,1,1,21,3,1,6,1,3,3,16,6,,141,1,1,1,0,0,0,1,1.68,91,16,6,,105,1,0,1,0,0,0,1,0.49,167,12,6
141,2,0,0,1,1,0,0,1.06,20,1,1,21,3,1,6,1,3,3,16,6,,141,2,0,0,1,1,0,0,1.06,20,16,6,,105,2,1,0,1,0,1,0,0.89,20,12,6
141,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,6,,141,3,0,0,0,0,0,0,0,0,16,6,,105,3,0,0,0,0,0,0,0,0,12,6
142,1,0,1,0,1,0,0,1.68,167,1,1,21,3,1,6,1,3,3,16,7,,142,1,0,1,0,1,0,0,1.68,167,16,7,,106,1,1,1,0,0,0,1,3.09,167,12,7
142,2,1,0,1,1,0,0,0.89,57,1,1,21,3,1,6,1,3,3,16,7,,142,2,1,0,1,1,0,0,0.89,57,16,7,,106,2,0,0,1,0,0,1,1.06,57,12,7
142,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,7,,142,3,0,0,0,0,0,0,0,0,16,7,,106,3,0,0,0,0,0,0,0,0,12,7
143,1,0,1,0,0,1,0,0.49,26,1,1,21,3,1,6,1,3,3,16,8,,143,1,0,1,0,0,1,0,0.49,26,16,8,,107,1,1,1,0,1,0,0,0.49,26,12,8
143,2,1,0,1,0,0,1,0.89,57,1,1,21,3,1,6,1,3,3,16,8,,143,2,1,0,1,0,0,1,0.89,57,16,8,,107,2,0,0,1,1,0,0,0.36,20,12,8
143,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,8,,143,3,0,0,0,0,0,0,0,0,16,8,,107,3,0,0,0,0,0,0,0,0,12,8
144,1,0,1,0,0,1,0,0.49,167,1,1,21,3,1,6,1,3,3,16,9,,144,1,0,1,0,0,1,0,0.49,167,16,9,,108,1,1,1,0,0,1,0,3.09,91,12,9
144,2,1,0,1,1,0,0,1.06,48,1,1,21,3,1,6,1,3,3,16,9,,144,2,1,0,1,1,0,0,1.06,48,16,9,,108,2,0,0,1,1,0,0,0.36,57,12,9
144,3,0,0,0,0,0,0,0,0,1,1,21,3,1,6,1,3,3,16,9,,144,3,0,0,0,0,0,0,0,0,16,9,,108,3,0,0,0,0,0,0,0,0,12,9
181,1,1,1,0,1,0,0,3.09,91,1,2,30,6,1,1,1,2,0,21,1,,181,1,1,1,0,1,0,0,3.09,91,21,1,,109,1,0,1,0,1,0,0,3.09,91,13,1
181,2,0,0,1,0,0,1,0.89,20,1,2,30,6,1,1,1,2,0,21,1,,181,2,0,0,1,0,0,1,0.89,20,21,1,,109,2,1,0,1,0,0,1,0.89,20,13,1
181,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,1,,181,3,0,0,0,0,0,0,0,0,21,1,,109,3,0,0,0,0,0,0,0,0,13,1
182,1,1,1,0,1,0,0,3.09,26,1,2,30,6,1,1,1,2,0,21,2,,182,1,1,1,0,1,0,0,3.09,26,21,2,,110,1,0,1,0,1,0,0,3.09,26,13,2
182,2,0,0,1,0,1,0,0.36,48,1,2,30,6,1,1,1,2,0,21,2,,182,2,0,0,1,0,1,0,0.36,48,21,2,,110,2,1,0,1,0,1,0,0.36,48,13,2
182,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,2,,182,3,0,0,0,0,0,0,0,0,21,2,,110,3,0,0,0,0,0,0,0,0,13,2
183,1,1,1,0,0,0,1,0.49,91,1,2,30,6,1,1,1,2,0,21,3,,183,1,1,1,0,0,0,1,0.49,91,21,3,,111,1,0,1,0,0,0,1,0.49,91,13,3
183,2,0,0,1,0,0,1,0.36,48,1,2,30,6,1,1,1,2,0,21,3,,183,2,0,0,1,0,0,1,0.36,48,21,3,,111,2,1,0,1,0,0,1,0.36,48,13,3
183,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,3,,183,3,0,0,0,0,0,0,0,0,21,3,,111,3,0,0,0,0,0,0,0,0,13,3
184,1,0,1,0,0,0,1,1.68,26,1,2,30,6,1,1,1,2,0,21,4,,184,1,0,1,0,0,0,1,1.68,26,21,4,,112,1,0,1,0,0,0,1,1.68,26,13,4
184,2,1,0,1,0,1,0,0.36,57,1,2,30,6,1,1,1,2,0,21,4,,184,2,1,0,1,0,1,0,0.36,57,21,4,,112,2,1,0,1,0,1,0,0.36,57,13,4
184,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,4,,184,3,0,0,0,0,0,0,0,0,21,4,,112,3,0,0,0,0,0,0,0,0,13,4
185,1,1,1,0,1,1,0,3.09,26,1,2,30,6,1,1,1,2,0,21,5,,185,1,1,1,0,1,1,0,3.09,26,21,5,,113,1,0,1,0,1,1,0,3.09,26,13,5
185,2,0,0,1,0,1,0,1.06,20,1,2,30,6,1,1,1,2,0,21,5,,185,2,0,0,1,0,1,0,1.06,20,21,5,,113,2,1,0,1,0,1,0,1.06,20,13,5
185,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,5,,185,3,0,0,0,0,0,0,0,0,21,5,,113,3,0,0,0,0,0,0,0,0,13,5
186,1,0,1,0,0,0,1,1.68,91,1,2,30,6,1,1,1,2,0,21,6,,186,1,0,1,0,0,0,1,1.68,91,21,6,,114,1,0,1,0,0,0,1,1.68,91,13,6
186,2,1,0,1,1,0,0,1.06,20,1,2,30,6,1,1,1,2,0,21,6,,186,2,1,0,1,1,0,0,1.06,20,21,6,,114,2,1,0,1,1,0,0,1.06,20,13,6
186,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,6,,186,3,0,0,0,0,0,0,0,0,21,6,,114,3,0,0,0,0,0,0,0,0,13,6
187,1,1,1,0,1,0,0,1.68,167,1,2,30,6,1,1,1,2,0,21,7,,187,1,1,1,0,1,0,0,1.68,167,21,7,,115,1,0,1,0,1,0,0,1.68,167,13,7
187,2,0,0,1,1,0,0,0.89,57,1,2,30,6,1,1,1,2,0,21,7,,187,2,0,0,1,1,0,0,0.89,57,21,7,,115,2,1,0,1,1,0,0,0.89,57,13,7
187,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,7,,187,3,0,0,0,0,0,0,0,0,21,7,,115,3,0,0,0,0,0,0,0,0,13,7
188,1,1,1,0,0,1,0,0.49,26,1,2,30,6,1,1,1,2,0,21,8,,188,1,1,1,0,0,1,0,0.49,26,21,8,,116,1,0,1,0,0,1,0,0.49,26,13,8
188,2,0,0,1,0,0,1,0.89,57,1,2,30,6,1,1,1,2,0,21,8,,188,2,0,0,1,0,0,1,0.89,57,21,8,,116,2,1,0,1,0,0,1,0.89,57,13,8
188,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,8,,188,3,0,0,0,0,0,0,0,0,21,8,,116,3,0,0,0,0,0,0,0,0,13,8
189,1,1,1,0,0,1,0,0.49,167,1,2,30,6,1,1,1,2,0,21,9,,189,1,1,1,0,0,1,0,0.49,167,21,9,,117,1,0,1,0,0,1,0,0.49,167,13,9
189,2,0,0,1,1,0,0,1.06,48,1,2,30,6,1,1,1,2,0,21,9,,189,2,0,0,1,1,0,0,1.06,48,21,9,,117,2,1,0,1,1,0,0,1.06,48,13,9
189,3,0,0,0,0,0,0,0,0,1,2,30,6,1,1,1,2,0,21,9,,189,3,0,0,0,0,0,0,0,0,21,9,,117,3,0,0,0,0,0,0,0,0,13,9
226,1,0,1,0,1,0,0,3.09,91,0,6,69,4,1,1,1,2,11,26,1,,226,1,0,1,0,1,0,0,3.09,91,26,1,,127,1,1,1,0,1,0,0,3.09,91,15,1
226,2,1,0,1,0,0,1,0.89,20,0,6,69,4,1,1,1,2,11,26,1,,226,2,1,0,1,0,0,1,0.89,20,26,1,,127,2,0,0,1,0,0,1,0.89,20,15,1
226,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,1,,226,3,0,0,0,0,0,0,0,0,26,1,,127,3,0,0,0,0,0,0,0,0,15,1
227,1,0,1,0,1,0,0,3.09,26,0,6,69,4,1,1,1,2,11,26,2,,227,1,0,1,0,1,0,0,3.09,26,26,2,,128,1,1,1,0,1,0,0,3.09,26,15,2
227,2,1,0,1,0,1,0,0.36,48,0,6,69,4,1,1,1,2,11,26,2,,227,2,1,0,1,0,1,0,0.36,48,26,2,,128,2,0,0,1,0,1,0,0.36,48,15,2
227,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,2,,227,3,0,0,0,0,0,0,0,0,26,2,,128,3,0,0,0,0,0,0,0,0,15,2
228,1,0,1,0,0,0,1,0.49,91,0,6,69,4,1,1,1,2,11,26,3,,228,1,0,1,0,0,0,1,0.49,91,26,3,,129,1,0,1,0,0,0,1,0.49,91,15,3
228,2,1,0,1,0,0,1,0.36,48,0,6,69,4,1,1,1,2,11,26,3,,228,2,1,0,1,0,0,1,0.36,48,26,3,,129,2,1,0,1,0,0,1,0.36,48,15,3
228,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,3,,228,3,0,0,0,0,0,0,0,0,26,3,,129,3,0,0,0,0,0,0,0,0,15,3
229,1,0,1,0,0,0,1,1.68,26,0,6,69,4,1,1,1,2,11,26,4,,229,1,0,1,0,0,0,1,1.68,26,26,4,,130,1,1,1,0,0,0,1,1.68,26,15,4
229,2,1,0,1,0,1,0,0.36,57,0,6,69,4,1,1,1,2,11,26,4,,229,2,1,0,1,0,1,0,0.36,57,26,4,,130,2,0,0,1,0,1,0,0.36,57,15,4
229,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,4,,229,3,0,0,0,0,0,0,0,0,26,4,,130,3,0,0,0,0,0,0,0,0,15,4
230,1,0,1,0,1,1,0,3.09,26,0,6,69,4,1,1,1,2,11,26,5,,230,1,0,1,0,1,1,0,3.09,26,26,5,,131,1,1,1,0,1,1,0,3.09,26,15,5
230,2,1,0,1,0,1,0,1.06,20,0,6,69,4,1,1,1,2,11,26,5,,230,2,1,0,1,0,1,0,1.06,20,26,5,,131,2,0,0,1,0,1,0,1.06,20,15,5
230,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,5,,230,3,0,0,0,0,0,0,0,0,26,5,,131,3,0,0,0,0,0,0,0,0,15,5
231,1,0,1,0,0,0,1,1.68,91,0,6,69,4,1,1,1,2,11,26,6,,231,1,0,1,0,0,0,1,1.68,91,26,6,,132,1,0,1,0,0,0,1,1.68,91,15,6
231,2,1,0,1,1,0,0,1.06,20,0,6,69,4,1,1,1,2,11,26,6,,231,2,1,0,1,1,0,0,1.06,20,26,6,,132,2,1,0,1,1,0,0,1.06,20,15,6
231,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,6,,231,3,0,0,0,0,0,0,0,0,26,6,,132,3,0,0,0,0,0,0,0,0,15,6
232,1,0,1,0,1,0,0,1.68,167,0,6,69,4,1,1,1,2,11,26,7,,232,1,0,1,0,1,0,0,1.68,167,26,7,,133,1,0,1,0,1,0,0,1.68,167,15,7
232,2,1,0,1,1,0,0,0.89,57,0,6,69,4,1,1,1,2,11,26,7,,232,2,1,0,1,1,0,0,0.89,57,26,7,,133,2,1,0,1,1,0,0,0.89,57,15,7
232,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,7,,232,3,0,0,0,0,0,0,0,0,26,7,,133,3,0,0,0,0,0,0,0,0,15,7
233,1,0,1,0,0,1,0,0.49,26,0,6,69,4,1,1,1,2,11,26,8,,233,1,0,1,0,0,1,0,0.49,26,26,8,,134,1,0,1,0,0,1,0,0.49,26,15,8
233,2,1,0,1,0,0,1,0.89,57,0,6,69,4,1,1,1,2,11,26,8,,233,2,1,0,1,0,0,1,0.89,57,26,8,,134,2,1,0,1,0,0,1,0.89,57,15,8
233,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,8,,233,3,0,0,0,0,0,0,0,0,26,8,,134,3,0,0,0,0,0,0,0,0,15,8
234,1,0,1,0,0,1,0,0.49,167,0,6,69,4,1,1,1,2,11,26,9,,234,1,0,1,0,0,1,0,0.49,167,26,9,,135,1,0,1,0,0,1,0,0.49,167,15,9
234,2,1,0,1,1,0,0,1.06,48,0,6,69,4,1,1,1,2,11,26,9,,234,2,1,0,1,1,0,0,1.06,48,26,9,,135,2,1,0,1,1,0,0,1.06,48,15,9
234,3,0,0,0,0,0,0,0,0,0,6,69,4,1,1,1,2,11,26,9,,234,3,0,0,0,0,0,0,0,0,26,9,,135,3,0,0,0,0,0,0,0,0,15,9
253,1,0,1,0,0,1,0,1.68,91,1,4,50,6,1,1,1,4,9,29,1,,253,1,0,1,0,0,1,0,1.68,91,29,1,,145,1,0,1,0,0,1,0,1.68,91,17,1
253,2,1,0,1,0,1,0,0.89,48,1,4,50,6,1,1,1,4,9,29,1,,253,2,1,0,1,0,1,0,0.89,48,29,1,,145,2,0,0,1,0,1,0,0.89,48,17,1
253,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,1,,253,3,0,0,0,0,0,0,0,0,29,1,,145,3,1,0,0,0,0,0,0,0,17,1
254,1,0,1,0,1,0,0,1.68,26,1,4,50,6,1,1,1,4,9,29,2,,254,1,0,1,0,1,0,0,1.68,26,29,2,,146,1,0,1,0,1,0,0,1.68,26,17,2
254,2,1,0,1,0,0,1,1.06,48,1,4,50,6,1,1,1,4,9,29,2,,254,2,1,0,1,0,0,1,1.06,48,29,2,,146,2,1,0,1,0,0,1,1.06,48,17,2
254,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,2,,254,3,0,0,0,0,0,0,0,0,29,2,,146,3,0,0,0,0,0,0,0,0,17,2
255,1,0,1,0,0,1,0,1.68,167,1,4,50,6,1,1,1,4,9,29,3,,255,1,0,1,0,0,1,0,1.68,167,29,3,,147,1,0,1,0,0,1,0,1.68,167,17,3
255,2,1,0,1,0,0,1,0.36,20,1,4,50,6,1,1,1,4,9,29,3,,255,2,1,0,1,0,0,1,0.36,20,29,3,,147,2,1,0,1,0,0,1,0.36,20,17,3
255,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,3,,255,3,0,0,0,0,0,0,0,0,29,3,,147,3,0,0,0,0,0,0,0,0,17,3
256,1,1,1,0,0,0,1,3.09,26,1,4,50,6,1,1,1,4,9,29,4,,256,1,1,1,0,0,0,1,3.09,26,29,4,,148,1,1,1,0,0,0,1,3.09,26,17,4
256,2,0,0,1,1,0,0,0.89,48,1,4,50,6,1,1,1,4,9,29,4,,256,2,0,0,1,1,0,0,0.89,48,29,4,,148,2,0,0,1,1,0,0,0.89,48,17,4
256,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,4,,256,3,0,0,0,0,0,0,0,0,29,4,,148,3,0,0,0,0,0,0,0,0,17,4
257,1,1,1,0,1,0,0,0.49,91,1,4,50,6,1,1,1,4,9,29,5,,257,1,1,1,0,1,0,0,0.49,91,29,5,,149,1,1,1,0,1,0,0,0.49,91,17,5
257,2,0,0,1,0,1,0,1.06,57,1,4,50,6,1,1,1,4,9,29,5,,257,2,0,0,1,0,1,0,1.06,57,29,5,,149,2,0,0,1,0,1,0,1.06,57,17,5
257,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,5,,257,3,0,0,0,0,0,0,0,0,29,5,,149,3,0,0,0,0,0,0,0,0,17,5
258,1,1,1,0,0,0,1,0.49,167,1,4,50,6,1,1,1,4,9,29,6,,258,1,1,1,0,0,0,1,0.49,167,29,6,,150,1,1,1,0,0,0,1,0.49,167,17,6
258,2,0,0,1,0,1,0,0.89,20,1,4,50,6,1,1,1,4,9,29,6,,258,2,0,0,1,0,1,0,0.89,20,29,6,,150,2,0,0,1,0,1,0,0.89,20,17,6
258,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,6,,258,3,0,0,0,0,0,0,0,0,29,6,,150,3,0,0,0,0,0,0,0,0,17,6
259,1,1,1,0,0,0,1,3.09,167,1,4,50,6,1,1,1,4,9,29,7,,259,1,1,1,0,0,0,1,3.09,167,29,7,,151,1,0,1,0,0,0,1,3.09,167,17,7
259,2,0,0,1,0,0,1,1.06,57,1,4,50,6,1,1,1,4,9,29,7,,259,2,0,0,1,0,0,1,1.06,57,29,7,,151,2,1,0,1,0,0,1,1.06,57,17,7
259,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,7,,259,3,0,0,0,0,0,0,0,0,29,7,,151,3,0,0,0,0,0,0,0,0,17,7
260,1,0,1,0,1,0,0,0.49,26,1,4,50,6,1,1,1,4,9,29,8,,260,1,0,1,0,1,0,0,0.49,26,29,8,,152,1,0,1,0,1,0,0,0.49,26,17,8
260,2,1,0,1,1,0,0,0.36,20,1,4,50,6,1,1,1,4,9,29,8,,260,2,1,0,1,1,0,0,0.36,20,29,8,,152,2,1,0,1,1,0,0,0.36,20,17,8
260,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,8,,260,3,0,0,0,0,0,0,0,0,29,8,,152,3,0,0,0,0,0,0,0,0,17,8
261,1,0,1,0,0,1,0,3.09,91,1,4,50,6,1,1,1,4,9,29,9,,261,1,0,1,0,0,1,0,3.09,91,29,9,,153,1,0,1,0,0,1,0,3.09,91,17,9
261,2,1,0,1,1,0,0,0.36,57,1,4,50,6,1,1,1,4,9,29,9,,261,2,1,0,1,1,0,0,0.36,57,29,9,,153,2,1,0,1,1,0,0,0.36,57,17,9
261,3,0,0,0,0,0,0,0,0,1,4,50,6,1,1,1,4,9,29,9,,261,3,0,0,0,0,0,0,0,0,29,9,,153,3,0,0,0,0,0,0,0,0,17,9
262,1,0,1,0,1,0,0,3.09,91,1,3,37,4,1,2,1,7,4,30,1,,262,1,0,1,0,1,0,0,3.09,91,30,1,,154,1,1,1,0,0,1,0,1.68,91,18,1
262,2,1,0,1,0,0,1,0.89,20,1,3,37,4,1,2,1,7,4,30,1,,262,2,1,0,1,0,0,1,0.89,20,30,1,,154,2,0,0,1,0,1,0,0.89,48,18,1
262,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,1,,262,3,0,0,0,0,0,0,0,0,30,1,,154,3,0,0,0,0,0,0,0,0,18,1
263,1,0,1,0,1,0,0,3.09,26,1,3,37,4,1,2,1,7,4,30,2,,263,1,0,1,0,1,0,0,3.09,26,30,2,,155,1,1,1,0,1,0,0,1.68,26,18,2
263,2,1,0,1,0,1,0,0.36,48,1,3,37,4,1,2,1,7,4,30,2,,263,2,1,0,1,0,1,0,0.36,48,30,2,,155,2,0,0,1,0,0,1,1.06,48,18,2
263,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,2,,263,3,0,0,0,0,0,0,0,0,30,2,,155,3,0,0,0,0,0,0,0,0,18,2
264,1,0,1,0,0,0,1,0.49,91,1,3,37,4,1,2,1,7,4,30,3,,264,1,0,1,0,0,0,1,0.49,91,30,3,,156,1,1,1,0,0,1,0,1.68,167,18,3
264,2,1,0,1,0,0,1,0.36,48,1,3,37,4,1,2,1,7,4,30,3,,264,2,1,0,1,0,0,1,0.36,48,30,3,,156,2,0,0,1,0,0,1,0.36,20,18,3
264,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,3,,264,3,0,0,0,0,0,0,0,0,30,3,,156,3,0,0,0,0,0,0,0,0,18,3
265,1,1,1,0,0,0,1,1.68,26,1,3,37,4,1,2,1,7,4,30,4,,265,1,1,1,0,0,0,1,1.68,26,30,4,,157,1,0,1,0,0,0,1,3.09,26,18,4
265,2,0,0,1,0,1,0,0.36,57,1,3,37,4,1,2,1,7,4,30,4,,265,2,0,0,1,0,1,0,0.36,57,30,4,,157,2,1,0,1,1,0,0,0.89,48,18,4
265,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,4,,265,3,0,0,0,0,0,0,0,0,30,4,,157,3,0,0,0,0,0,0,0,0,18,4
266,1,1,1,0,1,1,0,3.09,26,1,3,37,4,1,2,1,7,4,30,5,,266,1,1,1,0,1,1,0,3.09,26,30,5,,158,1,0,1,0,1,0,0,0.49,91,18,5
266,2,0,0,1,0,1,0,1.06,20,1,3,37,4,1,2,1,7,4,30,5,,266,2,0,0,1,0,1,0,1.06,20,30,5,,158,2,1,0,1,0,1,0,1.06,57,18,5
266,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,5,,266,3,0,0,0,0,0,0,0,0,30,5,,158,3,0,0,0,0,0,0,0,0,18,5
267,1,0,1,0,0,0,1,1.68,91,1,3,37,4,1,2,1,7,4,30,6,,267,1,0,1,0,0,0,1,1.68,91,30,6,,159,1,0,1,0,0,0,1,0.49,167,18,6
267,2,1,0,1,1,0,0,1.06,20,1,3,37,4,1,2,1,7,4,30,6,,267,2,1,0,1,1,0,0,1.06,20,30,6,,159,2,1,0,1,0,1,0,0.89,20,18,6
267,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,6,,267,3,0,0,0,0,0,0,0,0,30,6,,159,3,0,0,0,0,0,0,0,0,18,6
268,1,0,1,0,1,0,0,1.68,167,1,3,37,4,1,2,1,7,4,30,7,,268,1,0,1,0,1,0,0,1.68,167,30,7,,160,1,0,1,0,0,0,1,3.09,167,18,7
268,2,1,0,1,1,0,0,0.89,57,1,3,37,4,1,2,1,7,4,30,7,,268,2,1,0,1,1,0,0,0.89,57,30,7,,160,2,1,0,1,0,0,1,1.06,57,18,7
268,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,7,,268,3,0,0,0,0,0,0,0,0,30,7,,160,3,0,0,0,0,0,0,0,0,18,7
269,1,0,1,0,0,1,0,0.49,26,1,3,37,4,1,2,1,7,4,30,8,,269,1,0,1,0,0,1,0,0.49,26,30,8,,161,1,1,1,0,1,0,0,0.49,26,18,8
269,2,1,0,1,0,0,1,0.89,57,1,3,37,4,1,2,1,7,4,30,8,,269,2,1,0,1,0,0,1,0.89,57,30,8,,161,2,0,0,1,1,0,0,0.36,20,18,8
269,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,8,,269,3,0,0,0,0,0,0,0,0,30,8,,161,3,0,0,0,0,0,0,0,0,18,8
270,1,0,1,0,0,1,0,0.49,167,1,3,37,4,1,2,1,7,4,30,9,,270,1,0,1,0,0,1,0,0.49,167,30,9,,162,1,1,1,0,0,1,0,3.09,91,18,9
270,2,1,0,1,1,0,0,1.06,48,1,3,37,4,1,2,1,7,4,30,9,,270,2,1,0,1,1,0,0,1.06,48,30,9,,162,2,0,0,1,1,0,0,0.36,57,18,9
270,3,0,0,0,0,0,0,0,0,1,3,37,4,1,2,1,7,4,30,9,,270,3,0,0,0,0,0,0,0,0,30,9,,162,3,0,0,0,0,0,0,0,0,18,9
289,1,0,1,0,0,1,0,1.68,91,1,1,24,5,1,2,1,2,2,33,1,,289,1,0,1,0,0,1,0,1.68,91,33,1,,172,1,0,1,0,0,1,0,1.68,91,20,1
289,2,1,0,1,0,1,0,0.89,48,1,1,24,5,1,2,1,2,2,33,1,,289,2,1,0,1,0,1,0,0.89,48,33,1,,172,2,1,0,1,0,1,0,0.89,48,20,1
289,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,1,,289,3,0,0,0,0,0,0,0,0,33,1,,172,3,0,0,0,0,0,0,0,0,20,1
290,1,0,1,0,1,0,0,1.68,26,1,1,24,5,1,2,1,2,2,33,2,,290,1,0,1,0,1,0,0,1.68,26,33,2,,173,1,0,1,0,1,0,0,1.68,26,20,2
290,2,1,0,1,0,0,1,1.06,48,1,1,24,5,1,2,1,2,2,33,2,,290,2,1,0,1,0,0,1,1.06,48,33,2,,173,2,1,0,1,0,0,1,1.06,48,20,2
290,3,0,0,0,0,0,0,0,0,1,1,24,5,1,2,1,2,2,33,2,,290,3,0,0,0,0,0,0,0,0,33,2,,173,3,0,0,0,0,0,0,0,0,20,2
291,1,1,1,0,0,1,0,1.68,167,1,1,24,5,1,2,1,2,2,33,3,,291,1,1,1,0,0,1,0,1.68,167,33,3,,174,1,0,1,0,0,1,0,1.68,167,20,3
